"geom","village_code","village_name","tehsil_code","tehsil_name","district_code","district_name","state_code","state_name","pincode","latitude","longitude","population","female","male","sc_population","st_population","isstarvillage","isstarpocket","issector","istownsector","label_star_pocket","label_star_pocket_pool","label_sector","label_sector_pool","catchment_branch_solid","catchment_branch_tag","catchment_branch_lat","catchment_branch_lng","catchment_branch_dist"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.803635,27.099339],[83.803228,27.095925],[83.802503,27.094341],[83.799848,27.089633],[83.799671,27.08931],[83.798829,27.087767],[83.797285,27.08862],[83.795371,27.089638],[83.794066,27.090325],[83.791512,27.09126],[83.789887,27.091887],[83.789256,27.092118],[83.788574,27.092496],[83.787905,27.093106],[83.786822,27.09477],[83.785721,27.096956],[83.78558,27.097613],[83.785417,27.098691],[83.785299,27.101041],[83.785256,27.101858],[83.785213,27.102551],[83.786296,27.102755],[83.78743,27.103021],[83.79013,27.103956],[83.792286,27.104711],[83.793615,27.105452],[83.794659,27.106133],[83.79535,27.106644],[83.797473,27.10849],[83.798147,27.109141],[83.801599,27.106854],[83.802215,27.106199],[83.803022,27.105053],[83.803632,27.101682],[83.803635,27.099339]]]]}",188298,"Atardiha",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274306,"27.098454","83.794424",1789,850,939,663,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","28.2090029491535"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.738289,27.313027],[83.738535,27.312591],[83.738806,27.312087],[83.739048,27.311768],[83.739312,27.31155],[83.739778,27.311285],[83.74074,27.31088],[83.741664,27.310623],[83.744099,27.31029],[83.744832,27.31014],[83.745414,27.309927],[83.746237,27.309445],[83.747541,27.308559],[83.749204,27.307322],[83.750871,27.305899],[83.751394,27.305182],[83.751578,27.304725],[83.7516,27.304404],[83.751549,27.30394],[83.750916,27.301498],[83.750697,27.300858],[83.750566,27.300474],[83.749634,27.2991],[83.748516,27.29758],[83.747642,27.295951],[83.746748,27.293694],[83.745139,27.290906],[83.742897,27.286794],[83.742554,27.285908],[83.741399,27.286056],[83.73894,27.286343],[83.738097,27.286453],[83.737688,27.286619],[83.737116,27.286934],[83.736286,27.287495],[83.735112,27.288334],[83.734225,27.2891],[83.733929,27.289369],[83.733756,27.289595],[83.733417,27.290039],[83.732811,27.291265],[83.731857,27.293056],[83.731701,27.293451],[83.731585,27.294052],[83.73139,27.295682],[83.73127,27.29933],[83.731367,27.30044],[83.731734,27.30458],[83.733282,27.305563],[83.733841,27.305984],[83.734747,27.307042],[83.73541,27.307911],[83.735946,27.308741],[83.736835,27.31047],[83.73731,27.311503],[83.737778,27.312243],[83.738289,27.313027]]]]}",183909,"Baidauli",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.299467","83.741435",4474,2146,2328,690,46,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","49.7905430892605"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.856352,27.182285],[83.856281,27.181906],[83.856073,27.181565],[83.855567,27.181362],[83.854757,27.181339],[83.853808,27.181268],[83.853344,27.181189],[83.85296,27.181065],[83.850996,27.179688],[83.84987,27.178825],[83.849407,27.178323],[83.849194,27.177878],[83.849074,27.177344],[83.849087,27.176782],[83.848518,27.176779],[83.848041,27.176887],[83.847507,27.17708],[83.846538,27.177512],[83.844979,27.178103],[83.842838,27.178825],[83.842217,27.179114],[83.841767,27.179347],[83.841489,27.179569],[83.841265,27.17993],[83.840871,27.180729],[83.840507,27.181333],[83.840227,27.181761],[83.840086,27.182086],[83.839884,27.182945],[83.83932,27.185211],[83.838393,27.18798],[83.838223,27.18841],[83.837987,27.188779],[83.840825,27.187514],[83.841578,27.18705],[83.842108,27.186678],[83.843155,27.186021],[83.844517,27.185367],[83.844982,27.185195],[83.845886,27.184938],[83.846866,27.184787],[83.848062,27.184795],[83.848852,27.184813],[83.849611,27.184893],[83.850239,27.185016],[83.850947,27.185242],[83.851419,27.185435],[83.851759,27.185539],[83.852343,27.185666],[83.852692,27.185685],[83.853027,27.185583],[83.853833,27.185056],[83.85456,27.184566],[83.856329,27.183104],[83.856352,27.182285]]]]}",188216,"Banjari Patti",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274802,"27.182779","83.847169",2000,1005,995,88,138,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","33.5758859964755"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.708864,27.386873],[83.708841,27.386431],[83.708679,27.385874],[83.708126,27.384898],[83.707558,27.383709],[83.707092,27.382286],[83.704292,27.382183],[83.703392,27.382206],[83.702581,27.382346],[83.700819,27.382792],[83.699268,27.383118],[83.698457,27.383306],[83.697969,27.383358],[83.696607,27.383427],[83.695824,27.383539],[83.695369,27.383677],[83.69497,27.38395],[83.694458,27.384422],[83.693552,27.385096],[83.693682,27.385412],[83.693809,27.385825],[83.694431,27.388467],[83.69478,27.390612],[83.694834,27.392265],[83.694798,27.393008],[83.694658,27.393518],[83.694455,27.394027],[83.693997,27.394492],[83.694495,27.39483],[83.696146,27.393889],[83.697405,27.393384],[83.699569,27.391881],[83.701031,27.390966],[83.701363,27.390847],[83.701963,27.390733],[83.703523,27.390413],[83.705233,27.390151],[83.706203,27.389931],[83.706948,27.389715],[83.707685,27.389163],[83.708461,27.388215],[83.708712,27.387701],[83.708826,27.387329],[83.708864,27.386873]]]]}",183842,"Lohrauli",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273305,"27.388506","83.701208",2521,1230,1291,367,90,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","60.4082919431298"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.778778,26.960347],[83.778709,26.960031],[83.778379,26.959547],[83.778299,26.957723],[83.778256,26.955742],[83.778146,26.954919],[83.778019,26.954571],[83.777816,26.954112],[83.777323,26.95354],[83.776835,26.953017],[83.772334,26.952693],[83.7688,26.952357],[83.767463,26.952348],[83.767487,26.952663],[83.767106,26.954438],[83.767109,26.954821],[83.767182,26.95528],[83.768087,26.95776],[83.76887,26.95994],[83.768986,26.960201],[83.769217,26.960597],[83.769603,26.96121],[83.769602,26.961553],[83.769328,26.962671],[83.769154,26.962925],[83.769894,26.963373],[83.770218,26.963675],[83.770664,26.964369],[83.772086,26.967145],[83.772781,26.96875],[83.773893,26.971569],[83.774448,26.970201],[83.775436,26.967335],[83.776632,26.963375],[83.77708,26.961928],[83.777364,26.961642],[83.778357,26.960968],[83.778753,26.960638],[83.778778,26.960347]]]]}",188809,"Phulwaria Masriq",956,"Hata",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.961958","83.772942",973,481,492,71,32,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","21.2485366513054"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.635729,27.373766],[83.635678,27.373377],[83.635488,27.372809],[83.635313,27.37237],[83.634577,27.371178],[83.633563,27.371508],[83.630532,27.372283],[83.626545,27.373644],[83.625357,27.374071],[83.624496,27.374685],[83.622771,27.375844],[83.620366,27.377223],[83.615338,27.378985],[83.610103,27.381143],[83.604156,27.384302],[83.602526,27.385251],[83.600967,27.386078],[83.597393,27.387508],[83.59888,27.388544],[83.600067,27.389312],[83.600979,27.389888],[83.601471,27.390331],[83.601952,27.390873],[83.602225,27.391297],[83.60269,27.392225],[83.60319,27.393042],[83.60366,27.393389],[83.604103,27.393553],[83.605282,27.393646],[83.606769,27.393683],[83.608027,27.393598],[83.608446,27.393504],[83.610103,27.392776],[83.611631,27.392019],[83.614131,27.390651],[83.616263,27.389671],[83.617711,27.388952],[83.620486,27.387389],[83.622469,27.386528],[83.623777,27.386006],[83.624635,27.385763],[83.625096,27.385619],[83.625375,27.385473],[83.625909,27.384932],[83.627621,27.382923],[83.630443,27.380165],[83.632515,27.378201],[83.632977,27.377838],[83.634091,27.376658],[83.634761,27.376012],[83.635474,27.374906],[83.63566,27.37458],[83.635722,27.374243],[83.635729,27.373766]]]]}",183681,"Manikapur",944,"Nautanwa",187,"Mahrajganj",9,"Uttar Pradesh",273305,"27.38243","83.616561",2600,1222,1378,807,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","64.065417750165"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.955306,26.876693],[83.953145,26.877425],[83.951555,26.878018],[83.95117,26.878239],[83.951408,26.880215],[83.951588,26.881015],[83.951894,26.880921],[83.953552,26.880355],[83.955127,26.879699],[83.955122,26.878652],[83.955306,26.876693]]]]}",188646,"Mathia Raghunath",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.878854","83.953238",0,0,0,0,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","3.65765919921516"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.605518,27.41717],[83.604767,27.41713],[83.604336,27.417065],[83.602972,27.416698],[83.601691,27.416291],[83.600807,27.416018],[83.60014,27.41567],[83.599647,27.415353],[83.598843,27.414797],[83.598405,27.414559],[83.597975,27.414341],[83.59764,27.414103],[83.596612,27.413497],[83.596332,27.413376],[83.595928,27.413293],[83.594138,27.413134],[83.592413,27.412836],[83.590571,27.41267],[83.588937,27.412639],[83.588127,27.412696],[83.587045,27.412857],[83.58648,27.412926],[83.586039,27.41294],[83.585437,27.412903],[83.585063,27.41281],[83.584603,27.412766],[83.584277,27.412852],[83.584176,27.413186],[83.584238,27.414381],[83.584214,27.415057],[83.584134,27.415433],[83.583768,27.416597],[83.583536,27.417439],[83.583199,27.418505],[83.583083,27.419053],[83.583043,27.419576],[83.583018,27.420521],[83.582994,27.421735],[83.583119,27.423939],[83.583109,27.424555],[83.583071,27.424901],[83.582873,27.425504],[83.58263,27.426116],[83.582555,27.426802],[83.582972,27.426685],[83.583811,27.426455],[83.585252,27.426345],[83.586893,27.426089],[83.58868,27.425835],[83.591924,27.425677],[83.594192,27.425599],[83.595467,27.425431],[83.596596,27.425392],[83.597269,27.425495],[83.598428,27.425735],[83.598516,27.425277],[83.598671,27.424442],[83.598777,27.423988],[83.599003,27.423684],[83.599302,27.423424],[83.600743,27.422535],[83.602958,27.421168],[83.603976,27.42049],[83.605095,27.419561],[83.6054,27.419193],[83.605497,27.418417],[83.605518,27.41717]]]]}",183656,"Bishunpura",944,"Nautanwa",187,"Mahrajganj",9,"Uttar Pradesh",273305,"27.41972","83.594036",2643,1267,1376,298,418,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","68.7486127220774"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.698294,27.34286],[83.698084,27.342462],[83.69727,27.341653],[83.696467,27.34085],[83.696026,27.340548],[83.69552,27.340273],[83.695043,27.340115],[83.694308,27.339926],[83.692478,27.339423],[83.690461,27.338784],[83.689585,27.338578],[83.68837,27.338265],[83.687706,27.338035],[83.68722,27.337966],[83.686381,27.338064],[83.685931,27.338133],[83.685626,27.338156],[83.68274,27.338206],[83.681661,27.338204],[83.680644,27.338385],[83.677643,27.33888],[83.676842,27.33901],[83.675474,27.339181],[83.674712,27.339346],[83.674054,27.339526],[83.672854,27.339777],[83.672635,27.340094],[83.672205,27.340746],[83.671385,27.342518],[83.670916,27.343248],[83.670067,27.344057],[83.670564,27.344495],[83.671221,27.345074],[83.671662,27.345564],[83.672005,27.346034],[83.672181,27.346331],[83.672327,27.346703],[83.672583,27.347602],[83.6728,27.348582],[83.673195,27.34965],[83.673395,27.35008],[83.673808,27.350696],[83.674243,27.351176],[83.674938,27.352068],[83.675919,27.353204],[83.67612,27.353576],[83.676275,27.353929],[83.676832,27.35551],[83.677065,27.356264],[83.679235,27.356027],[83.679818,27.356047],[83.680341,27.356098],[83.680814,27.356172],[83.682828,27.35407],[83.683939,27.353017],[83.686297,27.351188],[83.689248,27.34892],[83.691241,27.347185],[83.692834,27.34621],[83.696217,27.344149],[83.698294,27.34286]]]]}",183879,"Karwati  Urf Kataka",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273304,"27.347115","83.68418",1264,605,659,293,10,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","57.1793921870483"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.715288,27.245624],[83.715256,27.245187],[83.715228,27.244613],[83.715087,27.244105],[83.714789,27.243374],[83.713363,27.240908],[83.712572,27.239235],[83.711913,27.237175],[83.710835,27.233842],[83.710238,27.23204],[83.710049,27.232261],[83.709298,27.233027],[83.708808,27.233366],[83.706328,27.234658],[83.703635,27.23641],[83.702129,27.237362],[83.701505,27.237845],[83.70084,27.238486],[83.700395,27.238883],[83.700035,27.23933],[83.699856,27.239652],[83.699741,27.240017],[83.699736,27.240463],[83.69981,27.241375],[83.699974,27.242289],[83.700184,27.243389],[83.70096,27.247152],[83.701666,27.249888],[83.701922,27.251056],[83.703093,27.250567],[83.704934,27.249772],[83.707263,27.248807],[83.709079,27.248096],[83.709906,27.247783],[83.710936,27.247214],[83.711485,27.246873],[83.712169,27.246616],[83.712817,27.246387],[83.713532,27.246185],[83.715288,27.245624]]]]}",183966,"Bheria",945,"Nichlaul",187,"Mahrajganj",9,"Uttar Pradesh",273207,"27.241548","83.707512",3344,1622,1722,290,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","46.0690638222449"
"{""type"":""MultiPolygon"",""coordinates"":[[[[83.703187,27.059372],[83.701939,27.057745],[83.701129,27.056873],[83.700923,27.056557],[83.700324,27.055134],[83.700104,27.054359],[83.700043,27.053785],[83.700018,27.05297],[83.700083,27.050533],[83.700742,27.047763],[83.701119,27.046427],[83.701844,27.044011],[83.703023,27.040828],[83.699227,27.040884],[83.69883,27.041021],[83.698674,27.041341],[83.698584,27.042268],[83.698114,27.043079],[83.697628,27.043668],[83.696521,27.044821],[83.696425,27.045163],[83.696284,27.045756],[83.696099,27.046213],[83.69568,27.046677],[83.693755,27.048191],[83.693504,27.048395],[83.693365,27.048806],[83.693273,27.049265],[83.692838,27.049948],[83.692495,27.050334],[83.691764,27.050786],[83.690304,27.051193],[83.69019,27.051617],[83.69028,27.05395],[83.690415,27.058554],[83.690391,27.059389],[83.689976,27.060529],[83.691185,27.06011],[83.69193,27.060017],[83.695211,27.059518],[83.697163,27.058945],[83.698367,27.058649],[83.698981,27.058633],[83.700642,27.058584],[83.701688,27.058735],[83.702248,27.05893],[83.703187,27.059372]]]]}",184576,"Jogiya",947,"Maharajganj",187,"Mahrajganj",9,"Uttar Pradesh",273302,"27.050678","83.696581",3892,1931,1961,627,159,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","32.2395947428792"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.011406,26.947912],[84.01131,26.946707],[84.011223,26.946423],[84.010427,26.945219],[84.010001,26.944427],[84.00965,26.944345],[84.009198,26.944119],[84.007714,26.943174],[84.007335,26.942763],[84.006865,26.942259],[84.006321,26.941766],[84.005413,26.941012],[84.004996,26.941251],[84.004545,26.941332],[84.003741,26.941429],[84.00315,26.941445],[84.00252,26.941545],[84.000809,26.942469],[83.996295,26.944941],[83.995543,26.945421],[83.995306,26.945781],[83.995128,26.94615],[83.993373,26.951131],[83.993019,26.951882],[83.992743,26.952193],[83.99172,26.953008],[83.991,26.953597],[83.990664,26.95371],[83.990372,26.953709],[83.99,26.953634],[83.989067,26.953441],[83.987236,26.953241],[83.986514,26.953219],[83.985857,26.953279],[83.985453,26.953366],[83.984484,26.953822],[83.98398,26.954131],[83.983379,26.954707],[83.982748,26.955653],[83.982195,26.956463],[83.982005,26.956933],[83.981866,26.957376],[83.98312,26.957475],[83.98404,26.957554],[83.985229,26.957696],[83.986649,26.95764],[83.98793,26.957495],[83.990909,26.956994],[83.992538,26.956672],[83.992863,26.956418],[83.993194,26.956204],[83.993492,26.956117],[83.996609,26.956074],[83.996944,26.956002],[83.997395,26.955821],[83.997837,26.955437],[83.998333,26.955028],[83.99927,26.954572],[83.999798,26.954356],[84.000386,26.954289],[84.001103,26.954245],[84.003336,26.954107],[84.003739,26.954104],[84.004251,26.954023],[84.004824,26.953847],[84.005584,26.953646],[84.006064,26.953543],[84.006986,26.953487],[84.007857,26.953502],[84.008472,26.953622],[84.008829,26.953891],[84.009133,26.953563],[84.009373,26.953271],[84.010974,26.950045],[84.011296,26.948942],[84.011406,26.947912]]]]}",188536,"Kurmaul Urf Sohanpur",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274305,"26.949354","83.996636",2771,1306,1465,344,0,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","5.41105260030286"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.000156,26.879733],[84.000147,26.87891],[84.000073,26.878379],[83.99998,26.877924],[83.999566,26.877084],[83.999326,26.876543],[83.998404,26.875317],[83.997574,26.87435],[83.997057,26.873568],[83.996814,26.872907],[83.996314,26.870988],[83.995748,26.868624],[83.995349,26.868669],[83.994962,26.868542],[83.99448,26.868396],[83.994188,26.86836],[83.993848,26.868459],[83.993571,26.868698],[83.992754,26.869612],[83.992131,26.869999],[83.992182,26.870303],[83.992314,26.870644],[83.993726,26.873163],[83.994201,26.87395],[83.994598,26.874868],[83.994891,26.876376],[83.995214,26.877465],[83.995624,26.880961],[83.995667,26.881554],[83.995818,26.882041],[83.996777,26.883678],[83.997086,26.884356],[83.997159,26.885024],[83.997635,26.885021],[83.998064,26.885026],[83.998366,26.884934],[83.998638,26.88472],[83.998986,26.884433],[83.999273,26.884137],[83.999058,26.88359],[83.999024,26.883271],[83.999265,26.881767],[83.999473,26.881496],[84.000008,26.880993],[84.000156,26.879733]]]]}",188583,"Rampur",955,"Padrauna",189,"Kushinagar",9,"Uttar Pradesh",274304,"26.876693","83.996143",1273,605,668,124,314,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","3.56356475208943"
"{""type"":""MultiPolygon"",""coordinates"":[[[[84.164408,26.79763],[84.163752,26.797782],[84.163449,26.797821],[84.163166,26.797776],[84.162782,26.797658],[84.159336,26.79556],[84.156468,26.793919],[84.152148,26.792116],[84.150725,26.791759],[84.148612,26.791389],[84.14514,26.790245],[84.143263,26.789473],[84.141392,26.788475],[84.138311,26.787204],[84.13793,26.787003],[84.137105,26.78776],[84.136893,26.78805],[84.136639,26.788924],[84.136291,26.790265],[84.136195,26.791494],[84.136283,26.792153],[84.136466,26.792756],[84.136643,26.793227],[84.138836,26.796603],[84.140534,26.799055],[84.141019,26.799896],[84.142314,26.80254],[84.143836,26.802635],[84.147897,26.80306],[84.149962,26.8031],[84.152738,26.803029],[84.153905,26.802984],[84.156117,26.80257],[84.15645,26.802563],[84.156926,26.802619],[84.158743,26.803125],[84.159501,26.803206],[84.159989,26.803225],[84.160439,26.803194],[84.160742,26.803125],[84.161325,26.802915],[84.161603,26.802794],[84.162008,26.802509],[84.162751,26.801513],[84.163262,26.800442],[84.164153,26.798472],[84.164408,26.79763]]]]}",189448,"Padraun Madurahi",958,"Tamkuhi Raj",189,"Kushinagar",9,"Uttar Pradesh",274302,"26.795114","84.150301",10263,4990,5273,748,188,false,false,false,false,,,,,1742,"Retail","26.90389824","83.97714996","21.0095159915198"
